skillid,type,subtype,color,rare,iconskill,iconlevel,icontarget,isPercent,lv1,lv2,lv3,lv4,lv5,lv6,lv7,lv8,lv9,lv10,lv11,lv12,lv13,lv14,lv15,lv16,lv17,lv18,lv19,lv20,item1,item2,item3,item4,item5,item6,item7,item8,item9,item10,val1,val2,val3,val4,val5,val6,val7,val8,val9,val10
20721601,7,14+17,Colorbar_Blue,18,Lifdebuff,1,Infantry,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42200,42201,42202,42203,42204,42205,42206,42207,42208,,150,250,450,700,925,1200,1500,1875,2200,
20721701,7,7+10+14+17,Colorbar_Blue,28,Lifdebuff,1,Infantry,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42200,42201,42202,42203,42204,42205,42206,42207,42208,,150,250,450,700,925,1200,1500,1875,2200,
20731001,7,4+8,Colorbar_Blue,6,Lifdebuff,1,Cavalry,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42200,42201,42202,42203,42204,42205,42206,42207,42208,,150,250,450,700,925,1200,1500,1875,2200,
20731101,7,4+8+13,Colorbar_Blue,12,Lifdebuff,1,Cavalry,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42200,42201,42202,42203,42204,42205,42206,42207,42208,,150,250,450,700,925,1200,1500,1875,2200,
20731201,7,4+8+13+16,Colorbar_Blue,20,Lifdebuff,1,Cavalry,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42200,42201,42202,42203,42204,42205,42206,42207,42208,,150,250,450,700,925,1200,1500,1875,2200,
20731301,7,8+13,Colorbar_Blue,10,Lifdebuff,1,Cavalry,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42200,42201,42202,42203,42204,42205,42206,42207,42208,,150,250,450,700,925,1200,1500,1875,2200,
20731401,7,13+16,Colorbar_Blue,14,Lifdebuff,1,Cavalry,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42200,42201,42202,42203,42204,42205,42206,42207,42208,,150,250,450,700,925,1200,1500,1875,2200,
20731501,7,8+13+16,Colorbar_Blue,18,Lifdebuff,1,Cavalry,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42200,42201,42202,42203,42204,42205,42206,42207,42208,,150,250,450,700,925,1200,1500,1875,2200,
20731601,7,16+19,Colorbar_Blue,18,Lifdebuff,1,Cavalry,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42200,42201,42202,42203,42204,42205,42206,42207,42208,,150,250,450,700,925,1200,1500,1875,2200,
20731701,7,8+13+16+19,Colorbar_Blue,28,Lifdebuff,1,Cavalry,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42200,42201,42202,42203,42204,42205,42206,42207,42208,,150,250,450,700,925,1200,1500,1875,2200,
20741001,7,6+11,Colorbar_Blue,6,Lifdebuff,1,Archers,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42200,42201,42202,42203,42204,42205,42206,42207,42208,,150,250,450,700,925,1200,1500,1875,2200,
20741101,7,6+11+12,Colorbar_Blue,12,Lifdebuff,1,Archers,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42200,42201,42202,42203,42204,42205,42206,42207,42208,,150,250,450,700,925,1200,1500,1875,2200,
20741201,7,6+11+12+15,Colorbar_Blue,20,Lifdebuff,1,Archers,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42200,42201,42202,42203,42204,42205,42206,42207,42208,,150,250,450,700,925,1200,1500,1875,2200,
20741301,7,11+12,Colorbar_Blue,10,Lifdebuff,1,Archers,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42200,42201,42202,42203,42204,42205,42206,42207,42208,,150,250,450,700,925,1200,1500,1875,2200,
20741401,7,12+15,Colorbar_Blue,14,Lifdebuff,1,Archers,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42200,42201,42202,42203,42204,42205,42206,42207,42208,,150,250,450,700,925,1200,1500,1875,2200,
20741501,7,11+12+15,Colorbar_Blue,18,Lifdebuff,1,Archers,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42200,42201,42202,42203,42204,42205,42206,42207,42208,,150,250,450,700,925,1200,1500,1875,2200,
20741601,7,15+18,Colorbar_Blue,18,Lifdebuff,1,Archers,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42200,42201,42202,42203,42204,42205,42206,42207,42208,,150,250,450,700,925,1200,1500,1875,2200,
20741701,7,11+12+15+18,Colorbar_Blue,28,Lifdebuff,1,Archers,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42200,42201,42202,42203,42204,42205,42206,42207,42208,,150,250,450,700,925,1200,1500,1875,2200,
20712001,7,1+2+3+9+20,Colorbar_Blue,45,Lifdebuff,1,Supply,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42200,42201,42202,42203,42204,42205,42206,42207,42208,,150,250,450,700,925,1200,1500,1875,2200,
20722001,7,5+7+10+14+17,Colorbar_Blue,45,Lifdebuff,1,Infantry,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42200,42201,42202,42203,42204,42205,42206,42207,42208,,150,250,450,700,925,1200,1500,1875,2200,
20732001,7,4+8+13+16+19,Colorbar_Blue,45,Lifdebuff,1,Cavalry,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42200,42201,42202,42203,42204,42205,42206,42207,42208,,150,250,450,700,925,1200,1500,1875,2200,
20742001,7,6+11+12+15+18,Colorbar_Blue,45,Lifdebuff,1,Archers,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42200,42201,42202,42203,42204,42205,42206,42207,42208,,150,250,450,700,925,1200,1500,1875,2200,
20750001,7,1+4+5+6,Colorbar_Blue,45,Lifdebuff,1,T1,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42200,42201,42202,42203,42204,42205,42206,42207,42208,,150,250,450,700,925,1200,1500,1875,2200,
20750101,7,7+8+9+11,Colorbar_Blue,45,Lifdebuff,1,T2,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42200,42201,42202,42203,42204,42205,42206,42207,42208,,150,250,450,700,925,1200,1500,1875,2200,
20750201,7,2+10+12+13,Colorbar_Blue,45,Lifdebuff,1,T3,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42200,42201,42202,42203,42204,42205,42206,42207,42208,,150,250,450,700,925,1200,1500,1875,2200,
20750301,7,3+14+15+16,Colorbar_Blue,45,Lifdebuff,1,T4,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42200,42201,42202,42203,42204,42205,42206,42207,42208,,150,250,450,700,925,1200,1500,1875,2200,
20750401,7,17+18+19+20,Colorbar_Blue,45,Lifdebuff,1,T5,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42200,42201,42202,42203,42204,42205,42206,42207,42208,,150,250,450,700,925,1200,1500,1875,2200,
20760001,7,99,Colorbar_Blue,200,Lifdebuff,1,Troops,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42200,42201,42202,42203,42204,42205,42206,42207,42208,,150,250,450,700,925,1200,1500,1875,2200,
20620004,6,5,Colorbar_red,1,Atkdebuff,4,Infantry,1,5000,5200,5600,6050,6550,7100,7700,8350,9050,9800,10550,11300,12050,12800,13550,14300,15050,15800,16550,17300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,2500,2600,2800,3050,3275,3550,3850,4175,4525,
20620104,6,7,Colorbar_red,2,Atkdebuff,4,Infantry,1,5000,5200,5600,6050,6550,7100,7700,8350,9050,9800,10550,11300,12050,12800,13550,14300,15050,15800,16550,17300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,2500,2600,2800,3050,3275,3550,3850,4175,4525,
20620204,6,10,Colorbar_red,3,Atkdebuff,4,Infantry,1,5000,5200,5600,6050,6550,7100,7700,8350,9050,9800,10550,11300,12050,12800,13550,14300,15050,15800,16550,17300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,2500,2600,2800,3050,3275,3550,3850,4175,4525,
20620304,6,14,Colorbar_red,4,Atkdebuff,4,Infantry,1,5000,5200,5600,6050,6550,7100,7700,8350,9050,9800,10550,11300,12050,12800,13550,14300,15050,15800,16550,17300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,2500,2600,2800,3050,3275,3550,3850,4175,4525,
20620404,6,17,Colorbar_red,5,Atkdebuff,4,Infantry,1,5000,5200,5600,6050,6550,7100,7700,8350,9050,9800,10550,11300,12050,12800,13550,14300,15050,15800,16550,17300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,2500,2600,2800,3050,3275,3550,3850,4175,4525,
20630004,6,4,Colorbar_red,1,Atkdebuff,4,Cavalry,1,5000,5200,5600,6050,6550,7100,7700,8350,9050,9800,10550,11300,12050,12800,13550,14300,15050,15800,16550,17300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,2500,2600,2800,3050,3275,3550,3850,4175,4525,
20630104,6,8,Colorbar_red,2,Atkdebuff,4,Cavalry,1,5000,5200,5600,6050,6550,7100,7700,8350,9050,9800,10550,11300,12050,12800,13550,14300,15050,15800,16550,17300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,2500,2600,2800,3050,3275,3550,3850,4175,4525,
20630204,6,13,Colorbar_red,3,Atkdebuff,4,Cavalry,1,5000,5200,5600,6050,6550,7100,7700,8350,9050,9800,10550,11300,12050,12800,13550,14300,15050,15800,16550,17300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,2500,2600,2800,3050,3275,3550,3850,4175,4525,
20630304,6,16,Colorbar_red,4,Atkdebuff,4,Cavalry,1,5000,5200,5600,6050,6550,7100,7700,8350,9050,9800,10550,11300,12050,12800,13550,14300,15050,15800,16550,17300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,2500,2600,2800,3050,3275,3550,3850,4175,4525,
20630404,6,19,Colorbar_red,5,Atkdebuff,4,Cavalry,1,5000,5200,5600,6050,6550,7100,7700,8350,9050,9800,10550,11300,12050,12800,13550,14300,15050,15800,16550,17300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,2500,2600,2800,3050,3275,3550,3850,4175,4525,
20640004,6,6,Colorbar_red,1,Atkdebuff,4,Archers,1,5000,5200,5600,6050,6550,7100,7700,8350,9050,9800,10550,11300,12050,12800,13550,14300,15050,15800,16550,17300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,2500,2600,2800,3050,3275,3550,3850,4175,4525,
20640104,6,11,Colorbar_red,2,Atkdebuff,4,Archers,1,5000,5200,5600,6050,6550,7100,7700,8350,9050,9800,10550,11300,12050,12800,13550,14300,15050,15800,16550,17300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,2500,2600,2800,3050,3275,3550,3850,4175,4525,
20640204,6,12,Colorbar_red,3,Atkdebuff,4,Archers,1,5000,5200,5600,6050,6550,7100,7700,8350,9050,9800,10550,11300,12050,12800,13550,14300,15050,15800,16550,17300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,2500,2600,2800,3050,3275,3550,3850,4175,4525,
20640304,6,15,Colorbar_red,4,Atkdebuff,4,Archers,1,5000,5200,5600,6050,6550,7100,7700,8350,9050,9800,10550,11300,12050,12800,13550,14300,15050,15800,16550,17300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,2500,2600,2800,3050,3275,3550,3850,4175,4525,
20640404,6,18,Colorbar_red,5,Atkdebuff,4,Archers,1,5000,5200,5600,6050,6550,7100,7700,8350,9050,9800,10550,11300,12050,12800,13550,14300,15050,15800,16550,17300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,2500,2600,2800,3050,3275,3550,3850,4175,4525,
20621004,6,5+7,Colorbar_red,6,Atkdebuff,4,Infantry,1,5000,5200,5600,6050,6550,7100,7700,8350,9050,9800,10550,11300,12050,12800,13550,14300,15050,15800,16550,17300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,2500,2600,2800,3050,3275,3550,3850,4175,4525,
20621104,6,5+7+10,Colorbar_red,12,Atkdebuff,4,Infantry,1,5000,5200,5600,6050,6550,7100,7700,8350,9050,9800,10550,11300,12050,12800,13550,14300,15050,15800,16550,17300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,2500,2600,2800,3050,3275,3550,3850,4175,4525,
20621204,6,5+7+10+14,Colorbar_red,20,Atkdebuff,4,Infantry,1,5000,5200,5600,6050,6550,7100,7700,8350,9050,9800,10550,11300,12050,12800,13550,14300,15050,15800,16550,17300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,2500,2600,2800,3050,3275,3550,3850,4175,4525,
20621304,6,7+10,Colorbar_red,10,Atkdebuff,4,Infantry,1,5000,5200,5600,6050,6550,7100,7700,8350,9050,9800,10550,11300,12050,12800,13550,14300,15050,15800,16550,17300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,2500,2600,2800,3050,3275,3550,3850,4175,4525,
20621404,6,10+14,Colorbar_red,14,Atkdebuff,4,Infantry,1,5000,5200,5600,6050,6550,7100,7700,8350,9050,9800,10550,11300,12050,12800,13550,14300,15050,15800,16550,17300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,2500,2600,2800,3050,3275,3550,3850,4175,4525,
20621504,6,7+10+14,Colorbar_red,18,Atkdebuff,4,Infantry,1,5000,5200,5600,6050,6550,7100,7700,8350,9050,9800,10550,11300,12050,12800,13550,14300,15050,15800,16550,17300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,2500,2600,2800,3050,3275,3550,3850,4175,4525,
20621604,6,14+17,Colorbar_red,18,Atkdebuff,4,Infantry,1,5000,5200,5600,6050,6550,7100,7700,8350,9050,9800,10550,11300,12050,12800,13550,14300,15050,15800,16550,17300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,2500,2600,2800,3050,3275,3550,3850,4175,4525,
20621704,6,7+10+14+17,Colorbar_red,28,Atkdebuff,4,Infantry,1,5000,5200,5600,6050,6550,7100,7700,8350,9050,9800,10550,11300,12050,12800,13550,14300,15050,15800,16550,17300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,2500,2600,2800,3050,3275,3550,3850,4175,4525,
20631004,6,4+8,Colorbar_red,6,Atkdebuff,4,Cavalry,1,5000,5200,5600,6050,6550,7100,7700,8350,9050,9800,10550,11300,12050,12800,13550,14300,15050,15800,16550,17300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,2500,2600,2800,3050,3275,3550,3850,4175,4525,
20631104,6,4+8+13,Colorbar_red,12,Atkdebuff,4,Cavalry,1,5000,5200,5600,6050,6550,7100,7700,8350,9050,9800,10550,11300,12050,12800,13550,14300,15050,15800,16550,17300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,2500,2600,2800,3050,3275,3550,3850,4175,4525,
20631204,6,4+8+13+16,Colorbar_red,20,Atkdebuff,4,Cavalry,1,5000,5200,5600,6050,6550,7100,7700,8350,9050,9800,10550,11300,12050,12800,13550,14300,15050,15800,16550,17300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,2500,2600,2800,3050,3275,3550,3850,4175,4525,
20631304,6,8+13,Colorbar_red,10,Atkdebuff,4,Cavalry,1,5000,5200,5600,6050,6550,7100,7700,8350,9050,9800,10550,11300,12050,12800,13550,14300,15050,15800,16550,17300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,2500,2600,2800,3050,3275,3550,3850,4175,4525,
20631404,6,13+16,Colorbar_red,14,Atkdebuff,4,Cavalry,1,5000,5200,5600,6050,6550,7100,7700,8350,9050,9800,10550,11300,12050,12800,13550,14300,15050,15800,16550,17300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,2500,2600,2800,3050,3275,3550,3850,4175,4525,
20631504,6,8+13+16,Colorbar_red,18,Atkdebuff,4,Cavalry,1,5000,5200,5600,6050,6550,7100,7700,8350,9050,9800,10550,11300,12050,12800,13550,14300,15050,15800,16550,17300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,2500,2600,2800,3050,3275,3550,3850,4175,4525,
20631604,6,16+19,Colorbar_red,18,Atkdebuff,4,Cavalry,1,5000,5200,5600,6050,6550,7100,7700,8350,9050,9800,10550,11300,12050,12800,13550,14300,15050,15800,16550,17300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,2500,2600,2800,3050,3275,3550,3850,4175,4525,
20631704,6,8+13+16+19,Colorbar_red,28,Atkdebuff,4,Cavalry,1,5000,5200,5600,6050,6550,7100,7700,8350,9050,9800,10550,11300,12050,12800,13550,14300,15050,15800,16550,17300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,2500,2600,2800,3050,3275,3550,3850,4175,4525,
20641004,6,6+11,Colorbar_red,6,Atkdebuff,4,Archers,1,5000,5200,5600,6050,6550,7100,7700,8350,9050,9800,10550,11300,12050,12800,13550,14300,15050,15800,16550,17300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,2500,2600,2800,3050,3275,3550,3850,4175,4525,
20641104,6,6+11+12,Colorbar_red,12,Atkdebuff,4,Archers,1,5000,5200,5600,6050,6550,7100,7700,8350,9050,9800,10550,11300,12050,12800,13550,14300,15050,15800,16550,17300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,2500,2600,2800,3050,3275,3550,3850,4175,4525,
20641204,6,6+11+12+15,Colorbar_red,20,Atkdebuff,4,Archers,1,5000,5200,5600,6050,6550,7100,7700,8350,9050,9800,10550,11300,12050,12800,13550,14300,15050,15800,16550,17300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,2500,2600,2800,3050,3275,3550,3850,4175,4525,
20641304,6,11+12,Colorbar_red,10,Atkdebuff,4,Archers,1,5000,5200,5600,6050,6550,7100,7700,8350,9050,9800,10550,11300,12050,12800,13550,14300,15050,15800,16550,17300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,2500,2600,2800,3050,3275,3550,3850,4175,4525,
20641404,6,12+15,Colorbar_red,14,Atkdebuff,4,Archers,1,5000,5200,5600,6050,6550,7100,7700,8350,9050,9800,10550,11300,12050,12800,13550,14300,15050,15800,16550,17300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,2500,2600,2800,3050,3275,3550,3850,4175,4525,
20641504,6,11+12+15,Colorbar_red,18,Atkdebuff,4,Archers,1,5000,5200,5600,6050,6550,7100,7700,8350,9050,9800,10550,11300,12050,12800,13550,14300,15050,15800,16550,17300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,2500,2600,2800,3050,3275,3550,3850,4175,4525,
20641604,6,15+18,Colorbar_red,18,Atkdebuff,4,Archers,1,5000,5200,5600,6050,6550,7100,7700,8350,9050,9800,10550,11300,12050,12800,13550,14300,15050,15800,16550,17300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,2500,2600,2800,3050,3275,3550,3850,4175,4525,
20641704,6,11+12+15+18,Colorbar_red,28,Atkdebuff,4,Archers,1,5000,5200,5600,6050,6550,7100,7700,8350,9050,9800,10550,11300,12050,12800,13550,14300,15050,15800,16550,17300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,2500,2600,2800,3050,3275,3550,3850,4175,4525,
20622004,6,5+7+10+14+17,Colorbar_red,45,Atkdebuff,4,Infantry,1,5000,5200,5600,6050,6550,7100,7700,8350,9050,9800,10550,11300,12050,12800,13550,14300,15050,15800,16550,17300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,2500,2600,2800,3050,3275,3550,3850,4175,4525,
20632004,6,4+8+13+16+19,Colorbar_red,45,Atkdebuff,4,Cavalry,1,5000,5200,5600,6050,6550,7100,7700,8350,9050,9800,10550,11300,12050,12800,13550,14300,15050,15800,16550,17300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,2500,2600,2800,3050,3275,3550,3850,4175,4525,
20642004,6,6+11+12+15+18,Colorbar_red,45,Atkdebuff,4,Archers,1,5000,5200,5600,6050,6550,7100,7700,8350,9050,9800,10550,11300,12050,12800,13550,14300,15050,15800,16550,17300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,2500,2600,2800,3050,3275,3550,3850,4175,4525,
20650004,6,1+4+5+6,Colorbar_red,45,Atkdebuff,4,T1,1,5000,5200,5600,6050,6550,7100,7700,8350,9050,9800,10550,11300,12050,12800,13550,14300,15050,15800,16550,17300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,2500,2600,2800,3050,3275,3550,3850,4175,4525,
20650104,6,7+8+9+11,Colorbar_red,45,Atkdebuff,4,T2,1,5000,5200,5600,6050,6550,7100,7700,8350,9050,9800,10550,11300,12050,12800,13550,14300,15050,15800,16550,17300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,2500,2600,2800,3050,3275,3550,3850,4175,4525,
20650204,6,2+10+12+13,Colorbar_red,45,Atkdebuff,4,T3,1,5000,5200,5600,6050,6550,7100,7700,8350,9050,9800,10550,11300,12050,12800,13550,14300,15050,15800,16550,17300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,2500,2600,2800,3050,3275,3550,3850,4175,4525,
20650304,6,3+14+15+16,Colorbar_red,45,Atkdebuff,4,T4,1,5000,5200,5600,6050,6550,7100,7700,8350,9050,9800,10550,11300,12050,12800,13550,14300,15050,15800,16550,17300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,2500,2600,2800,3050,3275,3550,3850,4175,4525,
20650404,6,17+18+19+20,Colorbar_red,45,Atkdebuff,4,T5,1,5000,5200,5600,6050,6550,7100,7700,8350,9050,9800,10550,11300,12050,12800,13550,14300,15050,15800,16550,17300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,2500,2600,2800,3050,3275,3550,3850,4175,4525,
20660004,6,99,Colorbar_red,200,Atkdebuff,4,Troops,1,5000,5200,5600,6050,6550,7100,7700,8350,9050,9800,10550,11300,12050,12800,13550,14300,15050,15800,16550,17300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,2500,2600,2800,3050,3275,3550,3850,4175,4525,
20620003,6,5,Colorbar_red,1,Atkdebuff,3,Infantry,1,3000,3200,3600,4050,4550,5100,5700,6350,7050,7800,8550,9300,10050,10800,11550,12300,13050,13800,14550,15300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,1500,1600,1800,2050,2275,2550,2850,3175,3525,
20620103,6,7,Colorbar_red,2,Atkdebuff,3,Infantry,1,3000,3200,3600,4050,4550,5100,5700,6350,7050,7800,8550,9300,10050,10800,11550,12300,13050,13800,14550,15300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,1500,1600,1800,2050,2275,2550,2850,3175,3525,
20620203,6,10,Colorbar_red,3,Atkdebuff,3,Infantry,1,3000,3200,3600,4050,4550,5100,5700,6350,7050,7800,8550,9300,10050,10800,11550,12300,13050,13800,14550,15300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,1500,1600,1800,2050,2275,2550,2850,3175,3525,
20620303,6,14,Colorbar_red,4,Atkdebuff,3,Infantry,1,3000,3200,3600,4050,4550,5100,5700,6350,7050,7800,8550,9300,10050,10800,11550,12300,13050,13800,14550,15300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,1500,1600,1800,2050,2275,2550,2850,3175,3525,
20620403,6,17,Colorbar_red,5,Atkdebuff,3,Infantry,1,3000,3200,3600,4050,4550,5100,5700,6350,7050,7800,8550,9300,10050,10800,11550,12300,13050,13800,14550,15300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,1500,1600,1800,2050,2275,2550,2850,3175,3525,
20630003,6,4,Colorbar_red,1,Atkdebuff,3,Cavalry,1,3000,3200,3600,4050,4550,5100,5700,6350,7050,7800,8550,9300,10050,10800,11550,12300,13050,13800,14550,15300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,1500,1600,1800,2050,2275,2550,2850,3175,3525,
20630103,6,8,Colorbar_red,2,Atkdebuff,3,Cavalry,1,3000,3200,3600,4050,4550,5100,5700,6350,7050,7800,8550,9300,10050,10800,11550,12300,13050,13800,14550,15300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,1500,1600,1800,2050,2275,2550,2850,3175,3525,
20630203,6,13,Colorbar_red,3,Atkdebuff,3,Cavalry,1,3000,3200,3600,4050,4550,5100,5700,6350,7050,7800,8550,9300,10050,10800,11550,12300,13050,13800,14550,15300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,1500,1600,1800,2050,2275,2550,2850,3175,3525,
20630303,6,16,Colorbar_red,4,Atkdebuff,3,Cavalry,1,3000,3200,3600,4050,4550,5100,5700,6350,7050,7800,8550,9300,10050,10800,11550,12300,13050,13800,14550,15300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,1500,1600,1800,2050,2275,2550,2850,3175,3525,
20630403,6,19,Colorbar_red,5,Atkdebuff,3,Cavalry,1,3000,3200,3600,4050,4550,5100,5700,6350,7050,7800,8550,9300,10050,10800,11550,12300,13050,13800,14550,15300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,1500,1600,1800,2050,2275,2550,2850,3175,3525,
20640003,6,6,Colorbar_red,1,Atkdebuff,3,Archers,1,3000,3200,3600,4050,4550,5100,5700,6350,7050,7800,8550,9300,10050,10800,11550,12300,13050,13800,14550,15300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,1500,1600,1800,2050,2275,2550,2850,3175,3525,
20640103,6,11,Colorbar_red,2,Atkdebuff,3,Archers,1,3000,3200,3600,4050,4550,5100,5700,6350,7050,7800,8550,9300,10050,10800,11550,12300,13050,13800,14550,15300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,1500,1600,1800,2050,2275,2550,2850,3175,3525,
20640203,6,12,Colorbar_red,3,Atkdebuff,3,Archers,1,3000,3200,3600,4050,4550,5100,5700,6350,7050,7800,8550,9300,10050,10800,11550,12300,13050,13800,14550,15300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,1500,1600,1800,2050,2275,2550,2850,3175,3525,
20640303,6,15,Colorbar_red,4,Atkdebuff,3,Archers,1,3000,3200,3600,4050,4550,5100,5700,6350,7050,7800,8550,9300,10050,10800,11550,12300,13050,13800,14550,15300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,1500,1600,1800,2050,2275,2550,2850,3175,3525,
20640403,6,18,Colorbar_red,5,Atkdebuff,3,Archers,1,3000,3200,3600,4050,4550,5100,5700,6350,7050,7800,8550,9300,10050,10800,11550,12300,13050,13800,14550,15300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,1500,1600,1800,2050,2275,2550,2850,3175,3525,
